item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects,high_access
ITEM-0001032,image,it,true,true,COLL-008,"training material,audio interview,linguistics",18.96,371,11028,21,7.64,2018,280,0,0
ITEM-0001033,image,en,false,true,COLL-011,"machine learning,digital preservation",3.64,107,216,22,115.7,2019,219,0,0
ITEM-0001034,text,es,false,true,COLL-002,"training material,accessibility,machine learning",18.08,51,17491,26,28.04,2024,46,0,0
ITEM-0001035,image,fa,false,true,COLL-016,"audio interview,video lecture,policy",13.15,380,23726,34,57.17,2018,61,1,1
ITEM-0001036,text,fr,false,true,COLL-009,video lecture,9.84,234,22578,33,18.38,2016,227,0,1
ITEM-0001037,image,de,false,true,COLL-012,metadata quality,14.93,71,9718,18,96.65,2019,220,1,0
ITEM-0001038,text,ar,false,true,COLL-017,thesis,8.71,277,19821,18,55.27,2020,73,1,0
ITEM-0001039,text,fa,false,true,COLL-013,policy,4.73,387,1889,11,68.21,2025,35,1,0
ITEM-0001040,pdf,de,false,false,COLL-013,"metadata quality,digital preservation,policy",2.62,369,1952,25,54.28,2015,209,1,0
ITEM-0001041,image,fr,false,true,COLL-007,metadata quality,0.96,138,1466,11,46.32,2023,134,1,0
ITEM-0001042,image,en,false,true,COLL-003,machine learning,6.67,299,9278,12,104.16,2021,309,1,0
ITEM-0001043,image,fr,false,true,COLL-003,"poster,video lecture",18.44,210,7947,32,6.33,2017,101,1,0
ITEM-0001044,pdf,fr,false,true,COLL-014,training material,11.88,139,16095,31,53.59,2018,147,1,0
ITEM-0001045,text,de,false,true,COLL-005,"accessibility,machine learning",18.25,371,23098,18,18.99,2022,310,1,1
ITEM-0001046,image,ar,false,true,COLL-006,"machine learning,policy",3.14,137,1076,17,56.74,2021,209,0,0
ITEM-0001047,pdf,fr,false,true,COLL-005,linguistics,18.96,93,16133,23,41.26,2015,283,1,0
ITEM-0001048,text,en,false,true,COLL-006,"audio interview,thesis",4.34,92,1556,25,38.48,2021,278,1,0
ITEM-0001049,pdf,en,false,true,COLL-009,"metadata quality,video lecture",10.51,300,5768,21,108.51,2025,58,1,0
ITEM-0001050,image,en,false,false,COLL-020,poster,1.29,284,1444,28,119.41,2018,268,0,0
ITEM-0001051,image,zh,false,true,COLL-017,"metadata quality,video lecture",0.87,244,1062,17,23.96,2015,148,1,1
ITEM-0001052,text,es,false,false,COLL-003,"video lecture,training material,accessibility",3.08,148,1231,16,86.29,2018,58,1,0
ITEM-0001053,text,es,false,true,COLL-003,machine learning,0.95,174,319,9,96.75,2016,361,0,0
ITEM-0001054,image,it,false,true,COLL-004,"accessibility,machine learning,digital preservation",14.6,86,25232,28,96.84,2021,195,0,0
ITEM-0001055,text,de,false,true,COLL-013,"linguistics,training material",4.39,96,480,28,111.19,2015,16,0,0
ITEM-0001056,text,en,false,true,COLL-003,thesis,4.26,359,1114,31,23.68,2020,96,0,0
ITEM-0001057,pdf,ar,false,true,COLL-013,"poster,audio interview,metadata quality",5.63,113,11204,33,65.04,2017,40,0,1
ITEM-0001058,pdf,zh,false,true,COLL-002,policy,10.38,226,13223,14,26.19,2020,348,0,0
ITEM-0001059,image,it,true,true,COLL-003,"poster,video lecture",7.21,270,29761,28,7.25,2022,204,0,0
ITEM-0001060,text,it,false,true,COLL-012,"audio interview,policy",14.11,341,7158,24,81.38,2023,57,1,1
ITEM-0001061,text,fa,false,true,COLL-013,"policy,linguistics",6.61,137,24242,28,22.83,2022,273,0,0
ITEM-0001062,text,fa,false,true,COLL-013,"machine learning,metadata quality",3.48,62,959,28,90.07,2023,307,0,1
ITEM-0001063,pdf,en,false,true,COLL-011,machine learning,15.93,353,9949,26,108.64,2017,158,0,0
ITEM-0001064,text,it,false,false,COLL-006,"linguistics,machine learning",10.2,192,23000,10,36.42,2017,48,0,0
ITEM-0001065,pdf,it,false,true,COLL-001,"linguistics,digital preservation",7.39,294,15593,8,8.03,2016,215,1,0
ITEM-0001066,pdf,zh,false,true,COLL-005,"poster,policy",7.1,363,19057,14,82.09,2021,262,0,0
ITEM-0001067,pdf,ar,false,false,COLL-016,"training material,video lecture",1.73,157,604,19,44.4,2022,263,1,0
ITEM-0001068,image,de,false,true,COLL-019,"machine learning,video lecture",11.76,214,9165,15,83.8,2022,344,0,1
ITEM-0001069,image,it,false,false,COLL-009,policy,10.46,369,9861,8,46.1,2015,334,1,0
ITEM-0001070,pdf,it,false,true,COLL-011,"poster,policy",8.1,123,14050,11,94.95,2024,186,1,0
ITEM-0001071,image,de,false,true,COLL-020,"accessibility,audio interview,machine learning",11.46,298,15486,30,32.73,2021,286,1,1
ITEM-0001072,text,fa,false,false,COLL-010,"thesis,digital preservation",14.84,194,21519,11,62.82,2023,317,0,0
ITEM-0001073,text,fr,false,true,COLL-006,"policy,video lecture,accessibility",6.27,265,29981,5,78.2,2019,49,0,0
ITEM-0001074,pdf,fr,false,true,COLL-002,"training material,policy",18.77,360,28143,19,33.11,2018,71,1,0
ITEM-0001075,text,ar,false,true,COLL-002,"audio interview,video lecture,machine learning",7.69,331,17288,15,99.82,2022,19,0,0
ITEM-0001076,pdf,fr,false,true,COLL-008,video lecture,17.72,117,28385,6,86.73,2015,262,1,0
ITEM-0001077,image,en,false,true,COLL-013,"digital preservation,training material,accessibility",19.46,85,16258,15,9.74,2019,180,1,0
ITEM-0001078,pdf,en,true,true,COLL-008,"machine learning,linguistics",16.38,183,29994,19,19.09,2017,250,0,0
ITEM-0001079,text,fa,true,true,COLL-016,linguistics,4.77,120,1882,12,114.0,2018,227,1,0
ITEM-0001080,pdf,it,true,true,COLL-019,"training material,digital preservation",14.44,152,6314,18,66.0,2017,125,0,1
ITEM-0001081,image,ar,false,true,COLL-007,"audio interview,video lecture,thesis",8.25,368,25567,9,64.35,2017,358,1,0
ITEM-0001082,text,fa,false,true,COLL-013,thesis,6.88,196,26314,13,47.12,2015,119,1,0
ITEM-0001083,image,zh,false,true,COLL-008,"audio interview,thesis,training material",4.4,395,711,23,88.28,2024,345,0,1
ITEM-0001084,image,fa,false,true,COLL-013,"digital preservation,policy,poster",0.96,220,470,5,25.97,2020,221,0,0
ITEM-0001085,pdf,en,false,true,COLL-001,"machine learning,audio interview",11.44,177,26857,14,95.4,2021,333,0,0
ITEM-0001086,pdf,de,false,true,COLL-012,audio interview,9.18,99,10226,28,68.17,2019,47,0,0
ITEM-0001087,text,it,false,false,COLL-007,linguistics,8.64,111,6146,5,35.7,2016,216,1,0
ITEM-0001088,pdf,de,false,false,COLL-018,"audio interview,machine learning",15.01,139,20614,26,95.13,2016,97,0,1
ITEM-0001089,text,fa,true,true,COLL-015,"digital preservation,machine learning",14.21,128,27668,20,7.59,2015,267,0,0
ITEM-0001090,text,en,false,false,COLL-007,policy,11.75,194,14202,6,78.79,2017,100,1,0
ITEM-0001091,pdf,en,false,true,COLL-012,"policy,training material",16.3,272,23455,25,5.29,2023,322,1,0
ITEM-0001092,image,ar,false,true,COLL-012,"video lecture,audio interview",3.7,332,1587,26,108.22,2018,218,0,0
ITEM-0001093,text,es,false,false,COLL-011,"linguistics,policy",3.38,395,1112,26,90.2,2019,15,1,0
ITEM-0001094,image,fr,false,true,COLL-006,"digital preservation,thesis,metadata quality",9.29,71,10383,22,103.42,2020,249,1,1
ITEM-0001095,pdf,en,false,true,COLL-006,"thesis,video lecture,policy",2.09,328,1126,18,105.69,2020,303,0,1
ITEM-0001096,image,fa,false,true,COLL-014,"accessibility,thesis,policy",2.78,330,864,28,100.38,2020,317,1,0
ITEM-0001097,pdf,es,false,true,COLL-013,"thesis,training material",3.54,50,485,27,107.43,2020,203,0,0
ITEM-0001098,pdf,de,false,true,COLL-003,audio interview,12.95,58,5770,35,97.74,2018,116,0,0
ITEM-0001099,image,zh,false,true,COLL-010,"poster,linguistics",9.33,388,16715,8,50.63,2015,44,1,0
ITEM-0001100,text,ar,false,true,COLL-016,"training material,accessibility",18.43,397,6372,25,73.78,2015,130,1,0
ITEM-0001101,text,en,false,true,COLL-003,"audio interview,training material",8.74,400,16503,23,74.43,2015,112,1,1
ITEM-0001102,text,ar,false,false,COLL-002,"audio interview,training material",2.29,373,1565,12,86.91,2020,37,0,0
ITEM-0001103,image,fr,false,true,COLL-001,"policy,accessibility,training material",15.65,260,25110,32,54.14,2015,43,0,1
ITEM-0001104,image,es,false,true,COLL-015,"digital preservation,machine learning",4.03,324,894,13,83.66,2017,307,0,0
ITEM-0001105,text,it,false,true,COLL-006,"machine learning,audio interview",6.16,129,27505,15,51.21,2017,85,0,0
ITEM-0001106,text,es,false,true,COLL-020,"machine learning,policy,poster",4.06,302,1295,15,103.87,2023,2,0,0
ITEM-0001107,image,es,false,true,COLL-014,"metadata quality,accessibility,poster",7.65,318,28213,27,51.6,2022,44,1,0
ITEM-0001108,pdf,fr,false,true,COLL-019,linguistics,2.2,293,832,33,113.84,2020,252,1,1
ITEM-0001109,pdf,fr,false,true,COLL-002,thesis,4.33,335,864,26,119.58,2020,132,1,0
ITEM-0001110,image,en,false,true,COLL-019,"machine learning,audio interview,digital preservation",3.37,55,900,9,89.6,2015,246,1,1
ITEM-0001111,text,de,true,true,COLL-018,digital preservation,6.73,146,11997,12,103.27,2020,134,1,0
ITEM-0001112,pdf,fr,false,true,COLL-012,audio interview,13.51,84,29920,32,61.18,2020,277,1,1
ITEM-0001113,image,ar,false,true,COLL-008,"digital preservation,policy,training material",8.42,252,15501,29,51.82,2017,58,0,0
ITEM-0001114,image,zh,false,true,COLL-020,metadata quality,17.83,130,25818,25,104.62,2021,262,0,1
ITEM-0001115,text,fa,false,true,COLL-011,"training material,poster",1.79,124,1691,7,84.54,2019,53,0,0
ITEM-0001116,image,fr,false,true,COLL-016,"training material,linguistics",6.88,311,20398,14,102.65,2019,121,1,0
ITEM-0001117,image,de,false,false,COLL-008,"thesis,video lecture,audio interview",12.52,188,13788,7,30.19,2021,243,1,0
ITEM-0001118,text,de,false,false,COLL-005,"audio interview,thesis,video lecture",4.24,192,942,15,62.12,2021,257,1,0
ITEM-0001119,image,zh,false,true,COLL-011,linguistics,14.4,347,20161,22,38.54,2016,116,0,0
ITEM-0001120,text,fr,false,true,COLL-004,"training material,metadata quality",16.29,188,20870,16,29.48,2021,10,1,0
ITEM-0001121,image,zh,false,true,COLL-009,metadata quality,0.56,303,621,11,97.44,2025,176,1,1
ITEM-0001122,pdf,fr,false,true,COLL-002,accessibility,12.75,273,20609,20,71.43,2018,187,1,0
ITEM-0001123,pdf,en,true,true,COLL-020,"audio interview,linguistics,metadata quality",5.91,99,9175,22,64.23,2017,109,1,0
ITEM-0001124,pdf,fr,true,true,COLL-008,metadata quality,5.19,186,23697,12,74.2,2024,157,1,1
ITEM-0001125,text,es,true,true,COLL-008,policy,4.46,96,428,24,2.09,2024,29,1,0
ITEM-0001126,pdf,zh,false,false,COLL-013,"thesis,linguistics",12.39,193,12220,33,20.83,2015,13,0,0
ITEM-0001127,text,fa,true,true,COLL-007,"policy,metadata quality,training material",2.46,276,1009,7,49.02,2023,106,0,0
ITEM-0001128,pdf,ar,false,true,COLL-013,metadata quality,7.17,248,25173,5,59.88,2021,293,1,0
ITEM-0001129,pdf,fa,false,true,COLL-001,"poster,thesis,accessibility",4.54,177,661,15,42.39,2025,28,1,0
ITEM-0001130,pdf,it,false,true,COLL-014,metadata quality,9.32,226,23732,30,2.63,2019,100,1,1
ITEM-0001131,pdf,de,false,false,COLL-012,thesis,5.47,295,13515,12,32.29,2016,326,0,0
ITEM-0001132,pdf,zh,false,true,COLL-014,"digital preservation,thesis",2.25,333,1360,34,19.05,2017,295,0,1
ITEM-0001133,image,fr,false,true,COLL-014,thesis,8.48,97,12596,10,62.46,2021,154,0,0
ITEM-0001134,pdf,zh,false,true,COLL-004,"training material,video lecture",0.84,89,1559,35,23.45,2023,244,0,1
ITEM-0001135,pdf,zh,false,true,COLL-017,metadata quality,14.6,175,11121,9,64.04,2018,238,0,0
ITEM-0001136,image,ar,false,true,COLL-008,"digital preservation,accessibility",3.13,117,1833,6,56.29,2024,243,0,0
ITEM-0001137,pdf,en,false,true,COLL-016,"metadata quality,training material,poster",14.41,71,29723,10,76.82,2019,85,0,0
ITEM-0001138,image,fa,false,true,COLL-014,training material,14.66,316,26212,33,63.01,2023,300,1,1
ITEM-0001139,text,es,false,true,COLL-013,"video lecture,machine learning",17.23,87,11779,9,96.58,2024,162,1,0
ITEM-0001140,image,fr,false,true,COLL-008,machine learning,6.63,272,12063,11,90.04,2020,17,0,1
ITEM-0001141,text,ar,false,true,COLL-014,thesis,18.06,254,20950,33,52.68,2022,363,1,0
ITEM-0001142,text,it,false,false,COLL-014,poster,18.98,201,8318,33,76.8,2015,218,1,1
ITEM-0001143,text,ar,false,false,COLL-006,accessibility,6.23,70,20633,31,61.51,2015,278,1,1
ITEM-0001144,image,ar,true,true,COLL-020,"video lecture,poster",3.35,62,222,27,67.39,2022,27,0,0
ITEM-0001145,text,it,false,true,COLL-018,"poster,training material,accessibility",6.87,349,21940,16,6.11,2024,332,0,0
ITEM-0001146,image,zh,false,true,COLL-007,poster,19.97,219,17383,9,111.95,2023,75,1,0
ITEM-0001147,pdf,de,false,true,COLL-005,"training material,poster",7.99,205,6442,17,26.43,2025,253,0,1
ITEM-0001148,image,it,false,true,COLL-006,"policy,accessibility,poster",5.48,133,7170,34,25.27,2017,357,0,0
ITEM-0001149,text,ar,false,true,COLL-005,"linguistics,poster,training material",13.55,240,25211,30,107.93,2025,262,1,0
ITEM-0001150,text,zh,false,true,COLL-016,"metadata quality,machine learning,audio interview",13.81,165,13037,30,71.26,2019,317,0,0
ITEM-0001151,pdf,de,false,true,COLL-004,"training material,linguistics,video lecture",16.13,334,9848,13,12.78,2024,173,0,0
ITEM-0001152,pdf,it,false,true,COLL-011,metadata quality,8.55,203,15853,17,50.31,2017,263,0,0
ITEM-0001153,text,es,false,true,COLL-016,"poster,thesis",8.42,65,20504,18,18.49,2025,188,1,0
ITEM-0001154,pdf,ar,false,false,COLL-004,accessibility,8.4,362,12970,32,28.21,2018,281,0,0
ITEM-0001155,image,fr,false,true,COLL-006,digital preservation,16.03,302,19042,5,18.01,2025,175,0,0
ITEM-0001156,pdf,zh,false,true,COLL-019,machine learning,6.18,232,27467,31,44.01,2015,166,0,0
ITEM-0001157,text,zh,false,true,COLL-020,"digital preservation,accessibility",12.48,250,10568,31,110.71,2016,76,1,0
ITEM-0001158,image,de,false,true,COLL-011,"digital preservation,policy,poster",9.52,313,26085,32,31.2,2020,208,0,0
ITEM-0001159,pdf,zh,false,true,COLL-015,digital preservation,7.5,255,26413,21,36.77,2024,19,1,0
ITEM-0001160,pdf,fr,false,true,COLL-011,"video lecture,poster,thesis",1.22,125,341,6,70.52,2020,13,0,0
ITEM-0001161,image,de,false,true,COLL-012,metadata quality,14.51,392,26112,18,49.19,2025,187,1,0
ITEM-0001162,text,it,false,true,COLL-011,"digital preservation,video lecture",4.23,179,1822,7,5.87,2017,34,1,0
ITEM-0001163,pdf,zh,false,true,COLL-011,machine learning,15.03,340,15314,27,50.68,2015,31,0,0
ITEM-0001164,pdf,fa,true,true,COLL-012,"video lecture,poster,linguistics",17.74,192,21231,12,61.53,2023,31,0,0
ITEM-0001165,text,zh,false,false,COLL-019,"poster,thesis,metadata quality",7.08,153,21419,8,57.94,2016,241,0,0
ITEM-0001166,text,en,false,true,COLL-019,"accessibility,policy,metadata quality",15.51,352,19907,28,96.03,2021,15,1,1
ITEM-0001167,image,de,false,true,COLL-002,linguistics,18.62,168,23739,34,106.12,2024,133,1,0
ITEM-0001168,pdf,it,false,true,COLL-002,audio interview,18.14,321,5140,13,47.38,2015,167,0,0
ITEM-0001169,image,en,false,true,COLL-018,"training material,audio interview,accessibility",10.94,58,18656,33,65.59,2023,228,1,0
ITEM-0001170,image,de,true,true,COLL-011,"thesis,policy,machine learning",17.18,218,23374,34,118.71,2021,41,0,0
ITEM-0001171,text,fa,false,true,COLL-006,"accessibility,audio interview",2.44,136,628,34,89.93,2022,195,1,0
ITEM-0001172,pdf,en,false,true,COLL-009,accessibility,6.54,85,25939,22,82.99,2016,273,0,0
ITEM-0001173,image,zh,false,true,COLL-003,"digital preservation,metadata quality",15.42,288,22517,15,14.57,2020,146,0,0
ITEM-0001174,pdf,fr,false,true,COLL-018,policy,16.23,59,28767,22,113.39,2015,260,0,0
ITEM-0001175,text,es,false,true,COLL-013,digital preservation,19.83,224,5976,29,75.79,2023,325,1,0
ITEM-0001176,image,it,false,true,COLL-011,"video lecture,thesis,machine learning",4.21,84,1300,25,58.01,2024,132,0,0
ITEM-0001177,text,fa,false,true,COLL-011,"accessibility,digital preservation",1.21,58,827,11,0.45,2022,101,1,0
ITEM-0001178,text,ar,false,true,COLL-011,audio interview,16.94,353,8817,24,62.46,2020,114,0,1
ITEM-0001179,pdf,zh,false,false,COLL-009,"metadata quality,accessibility",10.97,78,8492,18,35.21,2022,167,1,1
ITEM-0001180,pdf,zh,false,true,COLL-005,"poster,linguistics,accessibility",19.52,203,15105,16,9.01,2015,94,1,0
ITEM-0001181,image,de,false,true,COLL-002,"audio interview,training material",7.57,212,15937,8,116.96,2017,18,0,0
ITEM-0001182,image,zh,false,true,COLL-002,"metadata quality,accessibility",15.22,331,28357,34,103.11,2025,60,1,0
ITEM-0001183,image,en,false,true,COLL-016,"metadata quality,training material",13.33,85,9485,13,88.93,2025,235,0,0
ITEM-0001184,pdf,fr,false,true,COLL-004,"machine learning,policy,thesis",2.58,176,1249,10,70.9,2018,273,0,0
ITEM-0001185,pdf,zh,false,true,COLL-007,"training material,thesis",14.71,310,27362,9,20.32,2019,210,0,0
ITEM-0001186,pdf,fa,false,true,COLL-019,"audio interview,thesis",1.66,148,895,11,73.59,2018,315,1,1
ITEM-0001187,pdf,fa,false,true,COLL-005,"digital preservation,poster,accessibility",12.52,180,18769,33,14.96,2015,6,1,0
ITEM-0001188,pdf,es,false,true,COLL-007,"accessibility,poster",19.36,168,6317,12,15.89,2023,130,0,0
ITEM-0001189,text,de,false,true,COLL-004,"video lecture,metadata quality",0.55,57,1799,11,86.07,2016,74,1,0
ITEM-0001190,image,fr,false,true,COLL-008,"policy,audio interview",7.89,389,19529,21,81.64,2024,227,0,0
ITEM-0001191,pdf,it,false,true,COLL-004,"digital preservation,audio interview",9.03,131,20190,13,0.37,2023,279,0,0
ITEM-0001192,text,ar,false,true,COLL-007,"audio interview,policy,metadata quality",5.95,321,20506,18,92.29,2021,211,0,1
ITEM-0001193,text,fa,false,false,COLL-017,"digital preservation,accessibility,audio interview",5.76,58,9374,20,26.47,2022,86,0,0
ITEM-0001194,text,en,true,false,COLL-004,audio interview,14.56,189,8238,21,30.58,2023,136,1,0
ITEM-0001195,text,en,false,true,COLL-018,"poster,video lecture",5.42,334,26903,12,90.93,2022,14,0,0
ITEM-0001196,image,zh,false,true,COLL-020,"poster,video lecture,accessibility",0.53,206,1600,11,22.48,2017,298,1,1
ITEM-0001197,text,ar,false,true,COLL-011,"thesis,metadata quality",7.91,216,13024,24,23.55,2024,227,0,0
ITEM-0001198,text,en,false,true,COLL-003,linguistics,19.17,339,8381,5,82.77,2017,217,0,0
ITEM-0001199,text,es,true,true,COLL-019,"accessibility,audio interview",19.8,163,9447,22,52.95,2017,164,0,0
ITEM-0001200,pdf,es,true,true,COLL-020,"linguistics,thesis,machine learning",13.04,97,11851,33,53.98,2025,130,1,1
ITEM-0001201,pdf,fa,false,true,COLL-017,"thesis,poster,audio interview",9.78,53,26538,13,64.93,2024,60,1,0
ITEM-0001202,image,es,false,true,COLL-009,digital preservation,0.5,281,830,27,41.88,2015,111,0,0
ITEM-0001203,pdf,de,false,true,COLL-015,poster,16.54,141,29000,12,88.5,2024,102,0,0
ITEM-0001204,text,fa,false,true,COLL-006,"metadata quality,machine learning",3.12,154,1582,8,87.09,2022,12,1,1
ITEM-0001205,pdf,de,true,true,COLL-014,digital preservation,3.84,265,1501,6,63.96,2015,348,0,0
ITEM-0001206,text,fr,false,true,COLL-019,policy,5.69,321,27188,21,85.65,2024,344,1,0
ITEM-0001207,image,de,false,true,COLL-001,metadata quality,8.79,192,19584,24,100.4,2017,335,1,0
ITEM-0001208,image,fr,false,true,COLL-018,training material,6.26,347,7982,29,64.25,2023,341,0,0
ITEM-0001209,pdf,de,false,true,COLL-002,"poster,training material,accessibility",9.85,119,28345,34,77.96,2020,296,0,0
ITEM-0001210,text,ar,false,true,COLL-002,"policy,thesis",5.21,325,22205,22,10.03,2017,333,0,0
ITEM-0001211,text,es,false,true,COLL-003,"video lecture,policy,digital preservation",3.22,95,1403,30,26.46,2022,3,0,1
ITEM-0001212,image,en,false,true,COLL-003,"digital preservation,poster",13.79,55,6084,32,40.52,2023,254,0,1
ITEM-0001213,image,ar,true,true,COLL-020,digital preservation,2.08,100,1749,27,22.85,2023,288,1,1
ITEM-0001214,text,zh,false,true,COLL-005,"linguistics,poster,training material",19.77,308,8773,15,45.49,2023,161,1,0
ITEM-0001215,text,en,false,true,COLL-017,"policy,machine learning",9.8,127,7510,20,62.67,2024,90,0,1
ITEM-0001216,image,ar,true,true,COLL-009,"digital preservation,metadata quality,poster",1.36,175,635,6,0.34,2018,319,1,0
ITEM-0001217,text,en,false,true,COLL-019,"machine learning,training material",11.48,311,13828,12,49.56,2018,222,0,0
ITEM-0001218,image,it,false,true,COLL-001,"linguistics,training material,digital preservation",14.43,156,18327,25,56.37,2019,220,0,0
ITEM-0001219,image,es,false,false,COLL-001,"linguistics,audio interview",2.95,112,196,6,32.14,2017,305,1,0
ITEM-0001220,pdf,fa,false,true,COLL-003,"audio interview,thesis",19.26,305,20520,25,21.29,2020,287,0,0
ITEM-0001221,pdf,zh,false,true,COLL-008,"digital preservation,video lecture",3.52,366,919,7,16.98,2023,52,1,0
ITEM-0001222,text,es,false,true,COLL-013,"linguistics,metadata quality",14.58,103,12008,32,63.4,2025,283,1,0
ITEM-0001223,text,de,false,true,COLL-018,"digital preservation,audio interview,thesis",3.56,198,1651,35,90.04,2017,34,0,0
ITEM-0001224,text,fa,false,false,COLL-017,"training material,linguistics,machine learning",19.2,93,26910,34,87.51,2019,85,1,0
ITEM-0001225,text,ar,false,true,COLL-020,"machine learning,video lecture,linguistics",15.55,334,12911,28,13.08,2024,115,0,0
ITEM-0001226,pdf,de,false,true,COLL-007,"audio interview,poster,video lecture",6.15,172,14547,25,6.9,2025,101,0,0
ITEM-0001227,pdf,it,false,true,COLL-004,"machine learning,poster,thesis",17.73,122,12270,8,47.37,2016,4,0,0
ITEM-0001228,text,ar,false,true,COLL-014,accessibility,5.2,302,11487,7,75.7,2016,187,0,0
ITEM-0001229,text,fa,true,false,COLL-014,"training material,machine learning,poster",19.15,308,29948,34,90.01,2023,185,1,1
ITEM-0001230,text,es,false,true,COLL-017,thesis,18.27,350,5963,11,98.44,2018,275,0,1
ITEM-0001231,text,es,false,false,COLL-001,"linguistics,thesis,metadata quality",13.92,304,28030,15,56.67,2023,66,1,0
ITEM-0001232,pdf,es,false,true,COLL-019,"accessibility,training material",7.67,89,6898,30,41.5,2021,281,1,1
ITEM-0001233,pdf,fa,false,true,COLL-006,poster,6.2,225,20641,12,47.64,2021,211,0,0
ITEM-0001234,text,es,true,false,COLL-010,training material,12.24,190,19787,9,8.82,2018,288,1,0
ITEM-0001235,text,de,false,true,COLL-014,"machine learning,training material,accessibility",10.95,372,17020,35,89.66,2023,265,0,1
ITEM-0001236,pdf,en,false,true,COLL-013,"poster,accessibility",2.77,59,1833,9,51.18,2025,214,0,0
ITEM-0001237,text,de,true,true,COLL-007,"video lecture,linguistics",16.45,400,10046,29,3.27,2015,298,1,0
ITEM-0001238,image,it,false,true,COLL-005,"thesis,training material,audio interview",1.52,273,475,18,61.09,2020,163,0,1
ITEM-0001239,image,it,false,true,COLL-008,"linguistics,training material",6.16,205,12933,35,4.84,2023,330,0,1
ITEM-0001240,text,es,true,true,COLL-015,"machine learning,poster,linguistics",14.86,158,6511,21,16.38,2022,86,0,0
ITEM-0001241,pdf,en,false,true,COLL-009,"digital preservation,metadata quality,poster",10.39,198,7124,23,69.7,2021,160,1,0
ITEM-0001242,image,zh,false,true,COLL-019,"linguistics,poster",15.45,201,26521,23,96.97,2016,3,1,0
ITEM-0001243,image,de,false,false,COLL-004,thesis,5.34,60,14647,15,67.84,2021,141,1,0
ITEM-0001244,image,en,false,true,COLL-013,"accessibility,policy,metadata quality",6.24,256,19086,9,93.15,2019,210,0,0
ITEM-0001245,image,de,false,true,COLL-020,"linguistics,thesis",19.46,160,10698,5,77.03,2021,109,1,0
ITEM-0001246,pdf,ar,false,false,COLL-004,poster,18.02,58,23387,21,16.62,2024,105,1,0
ITEM-0001247,image,fr,false,true,COLL-018,"poster,metadata quality",12.4,257,9824,15,3.59,2021,39,1,0
ITEM-0001248,text,es,false,true,COLL-005,training material,7.22,57,12098,25,8.74,2024,26,1,1
ITEM-0001249,pdf,zh,false,true,COLL-019,"training material,audio interview",6.62,111,29589,15,117.66,2024,168,1,1
ITEM-0001250,pdf,fa,false,false,COLL-013,machine learning,12.71,294,10381,6,102.56,2015,5,0,0
ITEM-0001251,pdf,ar,false,true,COLL-001,accessibility,2.78,88,513,29,46.46,2022,181,0,0
ITEM-0001252,image,es,false,true,COLL-015,"digital preservation,training material",7.82,91,14150,6,73.45,2022,23,1,0
ITEM-0001253,image,ar,false,true,COLL-001,"policy,linguistics",4.32,260,1414,23,113.93,2015,207,0,0
ITEM-0001254,text,fa,false,true,COLL-012,training material,12.18,279,28406,17,19.48,2023,52,0,0
ITEM-0001255,text,en,false,true,COLL-020,audio interview,16.07,370,28756,28,104.69,2025,127,1,0
ITEM-0001256,pdf,de,false,true,COLL-005,"video lecture,digital preservation",0.94,184,1192,34,62.88,2017,69,0,0
ITEM-0001257,pdf,de,false,false,COLL-006,"accessibility,linguistics,digital preservation",4.45,289,322,34,115.32,2020,76,0,1
ITEM-0001258,text,it,false,false,COLL-013,thesis,0.51,171,964,8,26.26,2016,178,1,0
ITEM-0001259,image,en,false,true,COLL-019,"machine learning,digital preservation",4.76,201,1216,7,106.97,2017,353,1,1
ITEM-0001260,pdf,de,false,true,COLL-004,"policy,training material",17.35,270,8097,14,61.23,2018,71,1,1
ITEM-0001261,pdf,es,true,true,COLL-003,"poster,training material",2.61,305,1617,9,108.61,2025,96,0,0
ITEM-0001262,image,ar,false,true,COLL-020,"thesis,metadata quality",16.63,315,13555,8,75.39,2016,338,1,0
ITEM-0001263,image,fr,false,false,COLL-014,video lecture,17.4,174,22673,12,104.97,2024,187,0,0
ITEM-0001264,image,fa,false,false,COLL-004,"policy,machine learning",4.96,61,1613,29,53.96,2023,296,1,0
ITEM-0001265,pdf,ar,false,true,COLL-005,linguistics,8.35,315,18273,35,59.58,2024,236,0,0
ITEM-0001266,text,ar,true,true,COLL-015,linguistics,16.89,217,16445,10,26.87,2015,354,0,0
ITEM-0001267,image,fr,false,true,COLL-015,"machine learning,training material,poster",5.67,317,7387,23,18.04,2015,298,0,1
ITEM-0001268,image,en,false,true,COLL-002,"machine learning,poster",15.57,361,25428,13,28.23,2023,287,1,0
ITEM-0001269,text,fr,false,true,COLL-020,"training material,accessibility,poster",13.99,271,22769,12,79.48,2020,253,1,1
ITEM-0001270,image,it,true,false,COLL-008,"metadata quality,policy,linguistics",6.03,284,21630,19,75.13,2022,291,0,0
ITEM-0001271,image,it,false,true,COLL-020,linguistics,9.81,145,26519,22,92.29,2025,173,0,0
ITEM-0001272,pdf,fa,false,true,COLL-005,video lecture,13.44,302,22439,19,59.39,2021,28,1,1
